alpha, r1, r2, filling success rate, n_gaps, n_failures, n_top_gaps, n_bottom_gaps, success_rate_bottom, n_gaps_random, % random gaps
0.1, 0, 213, 0.983333333333, 120, 2, 52, 68, 0.970588235294, 0, 0.0
0.1, 0, 213, 0.991666666667, 120, 1, 46, 74, 0.986486486486, 0, 0.0
0.1, 0, 213, 0.991666666667, 120, 1, 53, 67, 0.985074626866, 0, 0.0
0.1, 0, 213, 1.0, 120, 0, 49, 71, 1.0, 0, 0.0
0.1, 0, 213, 0.966666666667, 120, 4, 54, 66, 0.939393939394, 0, 0.0
0.1, 0, 213, 0.983333333333, 120, 2, 53, 67, 0.970149253731, 0, 0.0
0.1, 0, 213, 0.991666666667, 120, 1, 43, 77, 0.987012987013, 0, 0.0
0.1, 0, 213, 0.983333333333, 120, 2, 48, 72, 0.972222222222, 0, 0.0
0.1, 0, 213, 1.0, 120, 0, 60, 60, 1.0, 0, 0.0
0.1, 0, 213, 0.983333333333, 120, 2, 55, 65, 0.969230769231, 0, 0.0
0.1, 0, 213, 0.991666666667, 120, 1, 55, 65, 0.984615384615, 0, 0.0
0.1, 0, 213, 1.0, 120, 0, 49, 71, 1.0, 0, 0.0
0.1, 0, 213, 0.975, 120, 3, 48, 72, 0.958333333333, 0, 0.0
0.1, 0, 213, 0.983333333333, 120, 2, 44, 76, 0.973684210526, 0, 0.0
0.1, 0, 213, 0.991666666667, 120, 1, 43, 77, 0.987012987013, 0, 0.0
0.1, 0, 213, 0.991666666667, 120, 1, 48, 72, 0.986111111111, 0, 0.0
0.1, 0, 213, 1.0, 120, 0, 64, 56, 1.0, 0, 0.0
0.1, 0, 213, 0.983333333333, 120, 2, 52, 68, 0.970588235294, 0, 0.0
0.1, 0, 213, 0.991666666667, 120, 1, 51, 69, 0.985507246377, 0, 0.0
0.1, 0, 213, 1.0, 120, 0, 61, 59, 1.0, 0, 0.0
0.1, 0, 213, 0.975, 120, 3, 48, 72, 0.958333333333, 0, 0.0
0.1, 0, 213, 0.983333333333, 120, 2, 50, 70, 0.971428571429, 0, 0.0
0.1, 0, 213, 0.975, 120, 3, 48, 72, 0.958333333333, 0, 0.0
0.1, 0, 213, 0.983333333333, 120, 2, 46, 74, 0.972972972973, 0, 0.0
0.1, 0, 213, 1.0, 120, 0, 52, 68, 1.0, 0, 0.0
0.1, 0, 213, 0.983333333333, 120, 2, 53, 67, 0.970149253731, 0, 0.0
0.1, 0, 213, 0.975, 120, 3, 48, 72, 0.958333333333, 0, 0.0
0.1, 0, 213, 1.0, 120, 0, 48, 72, 1.0, 0, 0.0
0.1, 0, 213, 0.975, 120, 3, 53, 67, 0.955223880597, 0, 0.0
0.1, 0, 213, 0.991666666667, 120, 1, 62, 58, 0.98275862069, 0, 0.0
0.1, 0, 213, 0.983333333333, 120, 2, 54, 66, 0.969696969697, 0, 0.0
0.1, 0, 213, 0.991666666667, 120, 1, 51, 69, 0.985507246377, 0, 0.0
0.1, 0, 213, 0.966666666667, 120, 4, 50, 70, 0.942857142857, 0, 0.0
0.1, 0, 213, 0.983333333333, 120, 2, 54, 66, 0.969696969697, 0, 0.0
0.1, 0, 213, 0.991666666667, 120, 1, 50, 70, 0.985714285714, 0, 0.0
0.1, 0, 213, 0.991666666667, 120, 1, 53, 67, 0.985074626866, 0, 0.0
0.1, 0, 213, 0.991666666667, 120, 1, 56, 64, 0.984375, 0, 0.0
0.1, 0, 213, 0.983333333333, 120, 2, 46, 74, 0.972972972973, 0, 0.0
0.1, 0, 213, 1.0, 120, 0, 44, 76, 1.0, 0, 0.0
0.1, 0, 213, 0.991666666667, 120, 1, 40, 80, 0.9875, 0, 0.0
0.1, 0, 213, 0.991666666667, 120, 1, 59, 61, 0.983606557377, 0, 0.0
0.1, 0, 213, 0.991666666667, 120, 1, 50, 70, 0.985714285714, 0, 0.0
0.1, 0, 213, 0.983333333333, 120, 2, 55, 65, 0.969230769231, 0, 0.0
0.1, 0, 213, 1.0, 120, 0, 47, 73, 1.0, 0, 0.0
0.1, 0, 213, 0.991666666667, 120, 1, 54, 66, 0.984848484848, 0, 0.0
0.1, 0, 213, 0.991666666667, 120, 1, 49, 71, 0.985915492958, 0, 0.0
