alpha, r1, r2, max_err, wrong_ration, max_dist, match, filling success rate, n_gaps, n_failures, n_top_gaps, n_bottom_gaps, success_rate_bottom, n_gaps_random, % random gaps
(0.1, 195, 0, 0.01401837524330457, 0.0, 0, 'MATCH', 0.9186375, 240000, 19527, 38678, 201322, 0.9030061294841101, 0, 0.0)
(0.2, 195, 0, 0.011606564553520299, 0.05, 0.0002552396475563601, 'MATCH', 0.8601916666666667, 240000, 33554, 61024, 178976, 0.812522349365278, 0, 0.0)
(0.3, 195, 0, 0.0067341038731585, 0.0, 0, 'MATCH', 0.8230333333333333, 240000, 42472, 76647, 163353, 0.7399986532233873, 0, 0.0)
(0.4, 195, 0, 0.008227233295996506, 0.05, 0.0005291348020149966, 'MATCH', 0.8605416666666666, 240000, 33470, 88470, 151530, 0.7791196462746651, 0, 0.0)
(0.1, 195, 1, 0.01953697686649311, 0.0, 0, 'MATCH', 0.9985791666666667, 240000, 341, 149879, 90121, 0.9962161982223899, 0, 0.0)
(0.2, 195, 1, 0.019317340666450133, 0.05, 0.0008917040287967914, 'MATCH', 0.9943625, 240000, 1353, 150142, 89858, 0.9849429099245476, 0, 0.0)
(0.3, 195, 1, 0.014221696066858969, 0.05, 0.000889904423242549, 'MATCH', 0.9885333333333334, 240000, 2752, 151059, 88941, 0.969058139665621, 0, 0.0)
(0.4, 195, 1, 0.011420271707396484, 0.05, 0.00093225776017547, 'MATCH', 0.9827791666666666, 240000, 4133, 151146, 88854, 0.9534854930560245, 0, 0.0)
(0.1, 195, 2, 0.030111377573177195, 0.05, 0.0001267357379577394, 'MATCH', 0.995675, 240000, 1038, 185572, 54428, 0.9809289336370985, 0, 0.0)
(0.2, 195, 2, 0.021970674057401468, 0.1, 0.00044805424042787534, 'MATCH', 0.9935333333333334, 240000, 1552, 189763, 50237, 0.9691064354957502, 0, 0.0)
(0.3, 195, 2, 0.01763905362046625, 0.15, 0.0009063914079001645, 'MATCH', 0.9905291666666667, 240000, 2273, 186642, 53358, 0.9574009520596723, 0, 0.0)
(0.4, 195, 2, 0.013735046761082226, 0.05, 0.0010210445635462362, 'MATCH', 0.9893041666666667, 240000, 2567, 181378, 58622, 0.9562109788134148, 0, 0.0)
(0.1, 195, 3, 0.03758065377684569, 0.05, 0.0005482999965845115, 'MATCH', 0.9999541666666667, 240000, 11, 195524, 44476, 0.9997526756003238, 0, 0.0)
(0.2, 195, 3, 0.026693885324991784, 0.1, 0.0010194438433439867, 'MATCH', 0.9996958333333333, 240000, 73, 198439, 41561, 0.998243545631722, 0, 0.0)
(0.3, 195, 3, 0.01564688639993428, 0.0, 0, 'MATCH', 0.9992791666666667, 240000, 173, 198087, 41913, 0.9958724023572638, 0, 0.0)
(0.4, 195, 3, 0.01260587081642367, 0.0, 0, 'MATCH', 0.9987166666666667, 240000, 308, 195445, 44555, 0.9930871956009426, 0, 0.0)
(0.1, 195, 4, 0.019776239312935817, 0.1, 0.0004409236576883302, 'MATCH', 0.9350916666666667, 240000, 15578, 59372, 180628, 0.9137564497198662, 0, 0.0)
(0.2, 195, 4, 0.010103701020642286, 0.0, 0, 'MATCH', 0.8856875, 240000, 27435, 63695, 176305, 0.8443889849975894, 0, 0.0)
(0.3, 195, 4, 0.009100217993793977, 0.05, 0.0002933346868740916, 'MATCH', 0.8489875, 240000, 36243, 67645, 172355, 0.7897188941429027, 0, 0.0)
(0.4, 195, 4, 0.008106154593999493, 0.05, 0.0006168265574176268, 'MATCH', 0.8207791666666666, 240000, 43013, 71658, 168342, 0.7444903826733673, 0, 0.0)
