alpha, r1, r2, max_err, wrong_ration, max_dist, match, filling success rate, n_gaps, n_failures, n_top_gaps, n_bottom_gaps, success_rate_bottom, n_gaps_random, % random gaps
(0.1, 149, 0, 0.008582327106523152, 0.0, 0, 'MATCH', 0.9103583333333334, 240000, 21514, 25369, 214631, 0.8997628487963062, 0, 0.0)
(0.2, 149, 0, 0.012291290426438561, 0.1, 0.00048082644457675405, 'MATCH', 0.8395166666666667, 240000, 38516, 44899, 195101, 0.8025843024894799, 0, 0.0)
(0.3, 149, 0, 0.01195375584950013, 0.1, 0.0011938510629193044, 'MATCH', 0.7883125, 240000, 50805, 61461, 178539, 0.7154403239628316, 0, 0.0)
(0.4, 149, 0, 0.007363412206512904, 0.05, 0.00029100569102707974, 'MATCH', 0.8001375, 240000, 47967, 74767, 165233, 0.7097008466831687, 0, 0.0)
(0.1, 149, 1, 0.02492626157169997, 0.05, 0.00026028870801800275, 'MATCH', 0.9982291666666666, 240000, 425, 153929, 86071, 0.9950622160774244, 0, 0.0)
(0.2, 149, 1, 0.014960722972017226, 0.05, 3.359979576772476e-05, 'MATCH', 0.9926416666666666, 240000, 1766, 153245, 86755, 0.9796438245634257, 0, 0.0)
(0.3, 149, 1, 0.01400829654038834, 0.15, 0.000800592779450271, 'MATCH', 0.9834458333333334, 240000, 3973, 151497, 88503, 0.9551088663661119, 0, 0.0)
(0.4, 149, 1, 0.007696470614319967, 0.0, 0, 'MATCH', 0.9754625, 240000, 5889, 150144, 89856, 0.9344618055555556, 0, 0.0)
(0.1, 149, 2, 0.019748604053100582, 0.1, 0.0005526561875668357, 'MATCH', 0.9329291666666667, 240000, 16097, 21334, 218666, 0.9263854462970924, 7527, 0.03442236104378367)
(0.2, 149, 2, 0.011528908898127133, 0.05, 0.00036726209154708256, 'MATCH', 0.8796583333333333, 240000, 28882, 35762, 204238, 0.8585865509846355, 8935, 0.04374798029749606)
(0.3, 149, 2, 0.009649677454191541, 0.1, 0.0005936100891424934, 'MATCH', 0.8398208333333333, 240000, 38443, 46242, 193758, 0.8015927084301036, 13417, 0.06924617306124134)
(0.4, 149, 2, 0.004593597871462296, 0.0, 0, 'MATCH', 0.8296125, 240000, 40893, 55081, 184919, 0.7788599332680796, 7518, 0.040655638414657226)
(0.1, 149, 3, 0.021105824494336844, 0.05, 0.00024193722227169867, 'MATCH', 0.9767791666666666, 240000, 5573, 116592, 123408, 0.9548408531051471, 0, 0.0)
(0.2, 149, 3, 0.014891153586126249, 0.15, 0.0004437628126000015, 'MATCH', 0.9605041666666667, 240000, 9479, 116393, 123607, 0.9233134045806467, 0, 0.0)
(0.3, 149, 3, 0.0070128707354503534, 0.0, 0, 'MATCH', 0.9483666666666667, 240000, 12392, 116392, 123608, 0.8997475891528056, 0, 0.0)
(0.4, 149, 3, 0.007848521919007478, 0.05, 6.622384429733064e-05, 'MATCH', 0.9418916666666667, 240000, 13946, 116316, 123684, 0.8872449144594289, 0, 0.0)
(0.1, 149, 4, 0.035152239192000334, 0.05, 0.0011193012636704913, 'MATCH', 0.9857416666666666, 240000, 3422, 165493, 74507, 0.9540714295301113, 0, 0.0)
(0.2, 149, 4, 0.01987754433476388, 0.2, 0.0003515360380095256, 'MATCH', 0.9823541666666666, 240000, 4235, 177385, 62615, 0.9323644494130799, 0, 0.0)
(0.3, 149, 4, 0.01676022194151398, 0.1, 0.000842816030719229, 'MATCH', 0.9808416666666666, 240000, 4598, 181022, 58978, 0.9220387263047238, 0, 0.0)
(0.4, 149, 4, 0.013512503115435809, 0.05, 0.0009820470312855711, 'MATCH', 0.9804916666666667, 240000, 4682, 180732, 59268, 0.9210029020719444, 0, 0.0)
(0.1, 149, 5, 0.03662924784951227, 0.1, 0.00036654858975798676, 'MATCH', 0.9998916666666666, 240000, 26, 200361, 39639, 0.9993440803249325, 0, 0.0)
(0.2, 149, 5, 0.02560603646391796, 0.1, 0.00071842332255595, 'MATCH', 0.9995833333333334, 240000, 100, 201092, 38908, 0.9974298344813406, 0, 0.0)
(0.3, 149, 5, 0.01611014524689684, 0.0, 0, 'MATCH', 0.9988333333333334, 240000, 280, 198803, 41197, 0.993203388596257, 0, 0.0)
(0.4, 149, 5, 0.014002321326778283, 0.1, 0.00048579561725559106, 'MATCH', 0.9975541666666666, 240000, 587, 195328, 44672, 0.9868597779369628, 0, 0.0)
(0.1, 149, 6, 0.013948208759079345, 0.0, 0, 'MATCH', 0.9843458333333334, 240000, 3757, 82783, 157217, 0.9761030931769465, 0, 0.0)
(0.2, 149, 6, 0.00914772526873886, 0.0, 0, 'MATCH', 0.972125, 240000, 6690, 95164, 144836, 0.9538098262862824, 0, 0.0)
(0.3, 149, 6, 0.0134368375720062, 0.1, 0.001266380694888547, 'MATCH', 0.9610791666666667, 240000, 9341, 104853, 135147, 0.9308826685017055, 0, 0.0)
(0.4, 149, 6, 0.006364023533362434, 0.0, 0, 'MATCH', 0.9549833333333333, 240000, 10804, 110950, 129050, 0.9162805114296784, 0, 0.0)
(0.1, 149, 7, 0.037768259235230195, 0.1, 0.0017588009953116018, 'MATCH', 0.9885333333333334, 240000, 2752, 135263, 104737, 0.9737246627266392, 644, 0.006148734449144047)
(0.2, 149, 7, 0.012690029186391977, 0.0, 0, 'MATCH', 0.9781916666666667, 240000, 5234, 139900, 100100, 0.9477122877122877, 1501, 0.014995004995004994)
(0.3, 149, 7, 0.011735158172716347, 0.05, 0.0002600007668162596, 'MATCH', 0.9722541666666666, 240000, 6659, 142369, 97631, 0.9317942047095698, 2216, 0.022697708719566532)
(0.4, 149, 7, 0.010338608971262875, 0.05, 0.0006466972130236837, 'MATCH', 0.9701375, 240000, 7167, 143747, 96253, 0.9255399831693558, 2417, 0.025110905634110104)
