alpha, r1, r2, max_err, wrong_ration, max_dist, match, filling success rate, n_gaps, n_failures, n_top_gaps, n_bottom_gaps, success_rate_bottom, n_gaps_random, % random gaps
(0.1, 199, 0, 0.017905742752682696, 0.1, 0.00036298117106492445, 'MATCH', 0.9116208333333333, 240000, 21211, 23058, 216942, 0.9022273234320695, 0, 0.0)
(0.2, 199, 0, 0.012177170946004734, 0.15, 0.00047916824269181313, 'MATCH', 0.8392958333333334, 240000, 38569, 40083, 199917, 0.8070749360984809, 0, 0.0)
(0.3, 199, 0, 0.008546299411724505, 0.05, 0.00021893677821299695, 'MATCH', 0.7858791666666667, 240000, 51389, 53941, 186059, 0.7238026647461289, 0, 0.0)
(0.4, 199, 0, 0.007351633654401751, 0.05, 0.0003596316867184868, 'MATCH', 0.7695416666666667, 240000, 55310, 65285, 174715, 0.6834272958818648, 0, 0.0)
(0.1, 199, 1, 0.017570525620871358, 0.0, 0, 'MATCH', 0.9973333333333333, 240000, 640, 134659, 105341, 0.9939244928375466, 0, 0.0)
(0.2, 199, 1, 0.02219963075968695, 0.05, 0.001726546853192179, 'MATCH', 0.9891875, 240000, 2595, 132686, 107314, 0.975818625715191, 0, 0.0)
(0.3, 199, 1, 0.008709874826797564, 0.0, 0, 'MATCH', 0.9765333333333334, 240000, 5632, 130024, 109976, 0.948788826653088, 0, 0.0)
(0.4, 199, 1, 0.008168518138328834, 0.05, 3.782730543216983e-05, 'MATCH', 0.9597791666666666, 240000, 9653, 127956, 112044, 0.9138463460783264, 0, 0.0)
(0.1, 199, 2, 0.026457578184955338, 0.05, 0.0008269617048799471, 'MATCH', 0.9797208333333334, 240000, 4867, 111519, 128481, 0.9621189125240308, 0, 0.0)
(0.2, 199, 2, 0.011950879413985538, 0.0, 0, 'MATCH', 0.9654666666666667, 240000, 8288, 114440, 125560, 0.9339917171073591, 0, 0.0)
(0.3, 199, 2, 0.008983073129609775, 0.0, 0, 'MATCH', 0.9570375, 240000, 10311, 117138, 122862, 0.916076573716853, 0, 0.0)
(0.4, 199, 2, 0.009796854545432998, 0.15, 0.0008226314143837676, 'MATCH', 0.9552875, 240000, 10731, 120717, 119283, 0.9100374739065918, 0, 0.0)
(0.1, 199, 3, 0.01991577606852965, 0.0, 0, 'MATCH', 0.9999208333333334, 240000, 19, 159164, 80836, 0.9997649562076303, 0, 0.0)
(0.2, 199, 3, 0.017357201744773593, 0.1, 0.00040953118132641686, 'MATCH', 0.999425, 240000, 138, 158030, 81970, 0.9983164572404538, 0, 0.0)
(0.3, 199, 3, 0.012336505364406818, 0.05, 0.00021370903543987962, 'MATCH', 0.998625, 240000, 330, 156414, 83586, 0.9960519704256694, 0, 0.0)
(0.4, 199, 3, 0.009788649483503664, 0.05, 0.00021306515235891554, 'MATCH', 0.9975666666666667, 240000, 584, 155290, 84710, 0.9931058906858694, 0, 0.0)
(0.1, 199, 4, 0.023388618359324043, 0.0, 0, 'MATCH', 0.9842041666666667, 240000, 3791, 164643, 75357, 0.9496927956261528, 0, 0.0)
(0.2, 199, 4, 0.016520857935083122, 0.0, 0, 'MATCH', 0.9783208333333333, 240000, 5203, 178451, 61549, 0.9154657264943379, 0, 0.0)
(0.3, 199, 4, 0.016753690983711822, 0.05, 0.0006764705324789344, 'MATCH', 0.9743833333333334, 240000, 6148, 186075, 53925, 0.8859898006490496, 0, 0.0)
(0.4, 199, 4, 0.012380242872230968, 0.05, 0.00010490180183264641, 'MATCH', 0.9716708333333334, 240000, 6799, 190077, 49923, 0.8638102678124311, 0, 0.0)
(0.1, 199, 5, 0.03775332538480336, 0.05, 0.0004699812654053448, 'MATCH', 0.998775, 240000, 294, 197275, 42725, 0.9931187829139848, 0, 0.0)
(0.2, 199, 5, 0.024339722446046902, 0.05, 0.0004071826984187177, 'MATCH', 0.99555, 240000, 1068, 199907, 40093, 0.9733619335046018, 0, 0.0)
(0.3, 199, 5, 0.01076568001879441, 0.0, 0, 'MATCH', 0.9897208333333334, 240000, 2467, 200228, 39772, 0.9379714371919944, 0, 0.0)
