alpha, r1, r2, max_err, wrong_ration, max_dist, match, filling success rate, n_gaps, n_failures, n_top_gaps, n_bottom_gaps, success_rate_bottom, n_gaps_random, % random gaps
(0.1, 24, 0, 0.23320642805777447, 0.1, 0.004875730300589937, 'MATCH', 0.9994708333333333, 240000, 127, 238521, 1479, 0.914131169709263, 0, 0.0)
(0.2, 24, 0, 0.08545239019008527, 0.0, 0, 'MATCH', 0.9990291666666666, 240000, 233, 238381, 1619, 0.8560840024706609, 0, 0.0)
(0.3, 24, 0, 0.08245306467918712, 0.05, 0.001679891706076464, 'MATCH', 0.9984166666666666, 240000, 380, 238153, 1847, 0.7942609637249594, 0, 0.0)
(0.4, 24, 0, 0.10697253366534598, 0.1, 0.01944924686731908, 'MATCH', 0.99795, 240000, 492, 237959, 2041, 0.7589416952474277, 0, 0.0)
(0.1, 24, 1, 0.023828280296676607, 0.1, 0.0005689714703434878, 'MATCH', 0.9608625, 240000, 9393, 103737, 136263, 0.9310671275401246, 765, 0.00561414323770943)
(0.2, 24, 1, 0.011081541757427815, 0.0, 0, 'MATCH', 0.9333791666666666, 240000, 15989, 101417, 138583, 0.8846250983165324, 2432, 0.017549050027781184)
(0.3, 24, 1, 0.007069344122103138, 0.0, 0, 'MATCH', 0.9108625, 240000, 21393, 100962, 139038, 0.8461355888318302, 4219, 0.030344222442785427)
(0.4, 24, 1, 0.007970903985917294, 0.1, 0.0002984788429534202, 'MATCH', 0.8970166666666667, 240000, 24716, 101689, 138311, 0.8213012703255707, 5011, 0.036229945557475544)
(0.1, 24, 2, 0.061487081213542905, 0.05, 0.0005037466794519385, 'MATCH', 0.9957208333333334, 240000, 1027, 225051, 14949, 0.9312997524918054, 0, 0.0)
(0.2, 24, 2, 0.05283133718769942, 0.1, 0.0014900321101304903, 'MATCH', 0.995475, 240000, 1086, 230224, 9776, 0.888911620294599, 0, 0.0)
(0.3, 24, 2, 0.03454389679168002, 0.0, 0, 'MATCH', 0.9952916666666667, 240000, 1130, 231669, 8331, 0.8643620213659825, 0, 0.0)
(0.4, 24, 2, 0.05006507329144691, 0.1, 0.007210839921973133, 'MATCH', 0.9948791666666666, 240000, 1229, 232298, 7702, 0.8404310568683458, 0, 0.0)
(0.1, 24, 3, 0.011835455154897562, 0.0, 0, 'MATCH', 0.9495541666666667, 240000, 12107, 87434, 152566, 0.9206441802236409, 1508, 0.00988424681777067)
(0.2, 24, 3, 0.01031068249636169, 0.0, 0, 'MATCH', 0.9085583333333334, 240000, 21946, 82567, 157433, 0.8606010175757306, 4803, 0.030508216193555353)
(0.3, 24, 3, 0.008523813927734197, 0.05, 3.404777967003225e-05, 'MATCH', 0.8741708333333333, 240000, 30199, 80641, 159359, 0.8104970538218739, 6467, 0.04058132894910234)
(0.4, 24, 3, 0.006663771437252497, 0.0, 0, 'MATCH', 0.8451333333333333, 240000, 37168, 79409, 160591, 0.7685549003368807, 7407, 0.04612338175862907)
(0.1, 24, 4, 0.09561668108202304, 0.05, 0.002662794774036664, 'MATCH', 0.9969958333333333, 240000, 721, 229449, 10551, 0.9316652450004739, 295, 0.027959435124632736)
(0.2, 24, 4, 0.06632557663777017, 0.05, 0.00375350495479837, 'MATCH', 0.9967791666666667, 240000, 773, 232006, 7994, 0.9033024768576432, 390, 0.04878658994245684)
