alpha, r1, r2, max_err, wrong_ration, max_dist, match, filling success rate, n_gaps, n_failures, n_top_gaps, n_bottom_gaps, success_rate_bottom, n_gaps_random, % random gaps
(0.1, 142, 0, 0.07506522795237558, 0.0, 0, 'MATCH', 0.9988791666666667, 240000, 269, 236687, 3313, 0.9188047087232116, 0, 0.0)
(0.2, 142, 0, 0.08466531700103738, 0.15, 0.0031418815076248996, 'MATCH', 0.9977541666666667, 240000, 539, 235933, 4067, 0.8674698795180723, 0, 0.0)
(0.3, 142, 0, 0.07441320221580006, 0.15, 0.008274969073574001, 'MATCH', 0.9961625, 240000, 921, 234715, 5285, 0.8257332071901609, 0, 0.0)
(0.4, 142, 0, 0.026487490689047904, 0.0, 0, 'MATCH', 0.9938375, 240000, 1479, 233100, 6900, 0.7856521739130435, 0, 0.0)
(0.1, 142, 1, 0.018563597621793215, 0.05, 0.00034112245111335426, 'MATCH', 0.9547083333333334, 240000, 10870, 53035, 186965, 0.9418607760810846, 2699, 0.014435856978578878)
(0.2, 142, 1, 0.01030056428138873, 0.0, 0, 'MATCH', 0.9059458333333333, 240000, 22573, 61417, 178583, 0.8735993907594788, 4559, 0.025528745737276225)
(0.3, 142, 1, 0.008044461866735983, 0.0, 0, 'MATCH', 0.8599, 240000, 33624, 66236, 173764, 0.8064961672153035, 5429, 0.031243525701526206)
(0.4, 142, 1, 0.008213500087643905, 0.05, 0.0006668873272893117, 'MATCH', 0.8209208333333333, 240000, 42979, 70481, 169519, 0.7464649980238203, 5233, 0.030869696022274788)
(0.1, 142, 2, 0.045637668021697164, 0.1, 0.0009818662488450952, 'MATCH', 0.987, 240000, 3120, 207511, 32489, 0.9039674966911878, 0, 0.0)
(0.2, 142, 2, 0.022332346689456772, 0.0, 0, 'MATCH', 0.9722416666666667, 240000, 6662, 204713, 35287, 0.8112052597273783, 0, 0.0)
(0.3, 142, 2, 0.021657374100743275, 0.1, 0.0013115258741129843, 'MATCH', 0.95645, 240000, 10452, 202741, 37259, 0.7194771733004106, 0, 0.0)
(0.4, 142, 2, 0.0186690562923382, 0.1, 0.0020759409988369004, 'MATCH', 0.9382291666666667, 240000, 14825, 200745, 39255, 0.6223411030441982, 0, 0.0)
(0.1, 142, 3, 0.019632257422411148, 0.1, 0.00013491208720056713, 'MATCH', 0.9679416666666667, 240000, 7694, 111035, 128965, 0.9403404024347691, 2476, 0.01919900748265033)
(0.2, 142, 3, 0.011456248947878389, 0.0, 0, 'MATCH', 0.9429625, 240000, 13689, 116348, 123652, 0.8892941480930353, 5954, 0.04815126322259244)
(0.3, 142, 3, 0.017732000456400776, 0.05, 0.0023823513195928014, 'MATCH', 0.9259375, 240000, 17775, 120658, 119342, 0.8510583030282717, 8338, 0.06986643428130918)
