alpha, r1, r2, max_err, wrong_ration, max_dist, match, filling success rate, n_gaps, n_failures, n_top_gaps, n_bottom_gaps, success_rate_bottom, n_gaps_random, % random gaps
(0.1, 254, 0, 0.07389471217060739, 0.0, 0, 'MATCH', 0.9979083333333333, 240000, 502, 233465, 6535, 0.9231828615149197, 0, 0.0)
(0.2, 254, 0, 0.05676403215632647, 0.05, 0.0023273428276160413, 'MATCH', 0.9952125, 240000, 1149, 230638, 9362, 0.8772698141422773, 0, 0.0)
(0.3, 254, 0, 0.02772734942256642, 0.05, 0.00010234860383134814, 'MATCH', 0.9892375, 240000, 2583, 224659, 15341, 0.8316276644286552, 0, 0.0)
(0.4, 254, 0, 0.015930188262412853, 0.05, 0.00031994198041368493, 'MATCH', 0.97015, 240000, 7164, 207000, 33000, 0.7829090909090909, 0, 0.0)
(0.1, 254, 1, 0.011639607904287697, 0.0, 0, 'MATCH', 0.9293416666666666, 240000, 16958, 0, 240000, 0.9293416666666666, 8540, 0.035583333333333335)
(0.2, 254, 1, 0.009979843780726083, 0.05, 0.00018880209080227028, 'MATCH', 0.8333041666666667, 240000, 40007, 0, 240000, 0.8333041666666667, 14754, 0.061475)
(0.3, 254, 1, 0.009117539319968282, 0.05, 0.0006694803711398412, 'MATCH', 0.7261500000000001, 240000, 65724, 0, 240000, 0.7261500000000001, 16306, 0.06794166666666666)
(0.4, 254, 1, 0.005914144232642277, 0.05, 0.00016527235458191347, 'MATCH', 0.6141416666666666, 240000, 92606, 0, 240000, 0.6141416666666666, 22595, 0.09414583333333333)
(0.1, 254, 2, 0.023267573088752158, 0.0, 0, 'MATCH', 0.9808791666666666, 240000, 4589, 166369, 73631, 0.9376757072428732, 0, 0.0)
(0.2, 254, 2, 0.014531029094992376, 0.05, 6.220168700254991e-05, 'MATCH', 0.9587958333333333, 240000, 9889, 142353, 97647, 0.8987270474259321, 0, 0.0)
(0.3, 254, 2, 0.010802072013954741, 0.1, 0.0004077895939915699, 'MATCH', 0.9268958333333334, 240000, 17545, 113088, 126912, 0.8617546016137165, 0, 0.0)
(0.4, 254, 2, 0.006630776388430182, 0.0, 0, 'MATCH', 0.878775, 240000, 29094, 85192, 154808, 0.812063976021911, 0, 0.0)
(0.1, 254, 3, 0.017634932708122386, 0.1, 0.0002937646701924451, 'MATCH', 0.9568916666666667, 240000, 10346, 34412, 205588, 0.949676051131389, 3302, 0.01606124871101426)
(0.2, 254, 3, 0.00955801275278112, 0.0, 0, 'MATCH', 0.9026541666666666, 240000, 23363, 34646, 205354, 0.8862306066597193, 5114, 0.024903337651080572)
(0.3, 254, 3, 0.007256554558681683, 0.0, 0, 'MATCH', 0.8365374999999999, 240000, 39231, 33239, 206761, 0.8102591881447662, 11204, 0.05418816894868955)
(0.4, 254, 3, 0.0061860353245508926, 0.1, 0.00011075897812096169, 'MATCH', 0.7614833333333333, 240000, 57244, 30885, 209115, 0.726255887908567, 8105, 0.03875857781603424)
(0.1, 254, 4, 0.044961497527380156, 0.0, 0, 'MATCH', 0.9991041666666667, 240000, 215, 220049, 19951, 0.9892235978146459, 0, 0.0)
(0.2, 254, 4, 0.016801292933920353, 0.0, 0, 'MATCH', 0.996275, 240000, 894, 215451, 24549, 0.9635830380056214, 0, 0.0)
(0.3, 254, 4, 0.018149148913422973, 0.05, 0.0005674238624743255, 'MATCH', 0.986875, 240000, 3150, 197732, 42268, 0.9254755370493044, 0, 0.0)
(0.4, 254, 4, 0.009057038222122504, 0.05, 1.8990571918287014e-05, 'MATCH', 0.9511125, 240000, 11733, 148894, 91106, 0.8712159462604, 0, 0.0)
(0.1, 254, 5, 0.01911703615476934, 0.05, 0.00039215706124419436, 'MATCH', 0.962325, 240000, 9042, 46981, 193019, 0.9531548707640181, 1337, 0.00692677922898782)
(0.2, 254, 5, 0.006753861489894042, 0.0, 0, 'MATCH', 0.9115708333333333, 240000, 21223, 42539, 197461, 0.8925205483614486, 2122, 0.010746425876502196)
