alpha, r1, r2, max_err, wrong_ration, max_dist, match, filling success rate, n_gaps, n_failures, n_top_gaps, n_bottom_gaps, success_rate_bottom, n_gaps_random, % random gaps
(0.1, 1, 0, 0.02760121110151642, 0.05, 0.0012084735238087618, 'MATCH', 0.9220416666666666, 240000, 18710, 54383, 185617, 0.8992010430079141, 0, 0.0)
(0.2, 1, 0, 0.011306790580968423, 0.05, 6.134571630556085e-05, 'MATCH', 0.8697833333333334, 240000, 31252, 82900, 157100, 0.8010693825588797, 0, 0.0)
(0.3, 1, 0, 0.009391784667968639, 0.1, 0.00011825975550766588, 'MATCH', 0.8373541666666666, 240000, 39035, 100328, 139672, 0.7205237986138955, 0, 0.0)
(0.4, 1, 0, 0.009970797298890777, 0.1, 0.0009837014142363154, 'MATCH', 0.8468249999999999, 240000, 36762, 112451, 127549, 0.7117813546166571, 0, 0.0)
(0.1, 1, 2, 0.023358486631705894, 0.1, 0.0005713213343932488, 'MATCH', 0.9635375, 240000, 8751, 96172, 143828, 0.9391564924771254, 0, 0.0)
(0.2, 1, 2, 0.010640977543577845, 0.0, 0, 'MATCH', 0.9283, 240000, 17208, 99760, 140240, 0.8772960638904734, 0, 0.0)
(0.3, 1, 2, 0.009857390763737262, 0.05, 0.0002304243313428489, 'MATCH', 0.892575, 240000, 25782, 102378, 137622, 0.812660766447225, 0, 0.0)
(0.4, 1, 2, 0.00875669899723902, 0.1, 0.0005604870277304275, 'MATCH', 0.8683333333333334, 240000, 31600, 105372, 134628, 0.7652791395549217, 0, 0.0)
(0.1, 1, 3, 0.02867180960518967, 0.0, 0, 'MATCH', 1.0, 240000, 0, 221083, 18917, 1.0, 0, 0.0)
(0.2, 1, 3, 0.0299717725905696, 0.0, 0, 'MATCH', 1.0, 240000, 0, 224595, 15405, 1.0, 0, 0.0)
(0.3, 1, 3, 0.03032028361029171, 0.05, 0.00045103140928254293, 'MATCH', 1.0, 240000, 0, 226553, 13447, 1.0, 0, 0.0)
(0.4, 1, 3, 0.020520005019473847, 0.0, 0, 'MATCH', 1.0, 240000, 0, 227607, 12393, 1.0, 0, 0.0)
(0.1, 1, 4, 0.02625395786792939, 0.05, 0.0008193400804083345, 'MATCH', 0.9498791666666666, 240000, 12029, 103075, 136925, 0.9121489866715355, 1722, 0.01257622786196823)
(0.2, 1, 4, 0.012411272215873403, 0.05, 9.408676954950068e-05, 'MATCH', 0.9118208333333333, 240000, 21163, 103362, 136638, 0.8451162926857829, 3560, 0.02605424552467103)
(0.3, 1, 4, 0.012047070176286295, 0.1, 0.0009073761345403941, 'MATCH', 0.8819666666666667, 240000, 28328, 103306, 136694, 0.7927633985398043, 5151, 0.03768270736096683)
(0.4, 1, 4, 0.008903629933602192, 0.1, 0.000643094252156029, 'MATCH', 0.8619375, 240000, 33135, 104901, 135099, 0.7547354162503053, 4943, 0.036587983626821814)
(0.1, 1, 5, 0.08732888251386905, 0.05, 0.003418060952951718, 'MATCH', 0.997425, 240000, 618, 226153, 13847, 0.9553693940925833, 0, 0.0)
(0.2, 1, 5, 0.0492944154179617, 0.0, 0, 'MATCH', 0.9971541666666667, 240000, 683, 232818, 7182, 0.904901141743247, 0, 0.0)
(0.3, 1, 5, 0.0521045794641221, 0.1, 0.0014441909421468169, 'MATCH', 0.9975041666666666, 240000, 599, 235312, 4688, 0.8722269624573379, 0, 0.0)
(0.4, 1, 5, 0.05513325844799438, 0.1, 0.004688777654590914, 'MATCH', 0.9978291666666667, 240000, 521, 236511, 3489, 0.8506735454284895, 0, 0.0)
(0.1, 1, 6, 0.016711107263704533, 0.0, 0, 'MATCH', 0.98375, 240000, 3900, 87991, 152009, 0.9743436243906611, 0, 0.0)
(0.2, 1, 6, 0.008680749672436983, 0.0, 0, 'MATCH', 0.9549333333333333, 240000, 10816, 90214, 149786, 0.9277903141815657, 0, 0.0)
(0.3, 1, 6, 0.008948485637077138, 0.05, 6.973098643814346e-05, 'MATCH', 0.91945, 240000, 19332, 90847, 149153, 0.8703881249455258, 0, 0.0)
(0.4, 1, 6, 0.006872292584769735, 0.0, 0, 'MATCH', 0.8832083333333334, 240000, 28030, 90809, 149191, 0.8121200340503114, 0, 0.0)
(0.1, 1, 7, 0.04892222538299296, 0.0, 0, 'MATCH', 0.9999291666666666, 240000, 17, 225007, 14993, 0.9988661375308477, 0, 0.0)
(0.2, 1, 7, 0.055308911277667516, 0.1, 0.0036669308413402046, 'MATCH', 0.9997125, 240000, 69, 226243, 13757, 0.9949843715926437, 0, 0.0)
(0.3, 1, 7, 0.03117540697532506, 0.05, 0.00021840143290069447, 'MATCH', 0.9993125, 240000, 165, 226622, 13378, 0.9876663178352519, 0, 0.0)
(0.4, 1, 7, 0.019808147346809246, 0.0, 0, 'MATCH', 0.9987083333333333, 240000, 310, 227227, 12773, 0.9757300555860017, 0, 0.0)
(0.1, 1, 8, 0.02603891286715565, 0.1, 0.0010467398063640637, 'MATCH', 0.93475, 240000, 15660, 56913, 183087, 0.9144668927886742, 0, 0.0)
(0.2, 1, 8, 0.01043425356650654, 0.0, 0, 'MATCH', 0.9026125, 240000, 23373, 85456, 154544, 0.8487615177554613, 0, 0.0)
(0.3, 1, 8, 0.006747511782558465, 0.0, 0, 'MATCH', 0.8881666666666667, 240000, 26840, 101927, 138073, 0.8056100758294525, 0, 0.0)
(0.4, 1, 8, 0.0073044573582227434, 0.0, 0, 'MATCH', 0.9051291666666667, 240000, 22769, 112779, 127221, 0.8210279749412439, 0, 0.0)
(0.1, 1, 9, 0.060772600322907544, 0.05, 0.000898866275852464, 'MATCH', 1.0, 240000, 0, 222622, 17378, 1.0, 0, 0.0)
(0.2, 1, 9, 0.03811066249875983, 0.05, 0.000796939352437992, 'MATCH', 1.0, 240000, 0, 223932, 16068, 1.0, 0, 0.0)
(0.3, 1, 9, 0.05327749830014698, 0.15, 0.0076226952156252525, 'MATCH', 1.0, 240000, 0, 224804, 15196, 1.0, 0, 0.0)
(0.4, 1, 9, 0.02359503766489121, 0.05, 0.000320497731582603, 'MATCH', 1.0, 240000, 0, 225766, 14234, 1.0, 0, 0.0)
(0.1, 1, 10, 0.016800221954703654, 0.0, 0, 'MATCH', 0.9566875, 240000, 10395, 98414, 141586, 0.9265817241817694, 3267, 0.023074315257158192)
(0.2, 1, 10, 0.011475956216946137, 0.0, 0, 'MATCH', 0.9200291666666667, 240000, 19193, 99069, 140931, 0.8638127878181522, 8373, 0.059412052706643674)
(0.3, 1, 10, 0.011430065607590894, 0.05, 0.0007415650310108046, 'MATCH', 0.8881666666666667, 240000, 26840, 99693, 140307, 0.808705196462044, 11914, 0.08491379617552937)
(0.4, 1, 10, 0.007496540987391581, 0.05, 0.0001237525823278296, 'MATCH', 0.8649541666666667, 240000, 32411, 98998, 141002, 0.7701380122267769, 9856, 0.06989971773450022)
(0.1, 1, 11, 0.022912237437306138, 0.0, 0, 'MATCH', 0.9891625, 240000, 2601, 177164, 62836, 0.9586065312877968, 0, 0.0)
(0.2, 1, 11, 0.013387729879736632, 0.0, 0, 'MATCH', 0.9858541666666667, 240000, 3395, 192433, 47567, 0.9286269892993041, 0, 0.0)
(0.3, 1, 11, 0.03229566505685104, 0.1, 0.004622576928293098, 'MATCH', 0.9851666666666666, 240000, 3560, 201410, 38590, 0.9077481212749416, 0, 0.0)
(0.4, 1, 11, 0.01174999113774125, 0.0, 0, 'MATCH', 0.9860541666666667, 240000, 3347, 207284, 32716, 0.8976953172759506, 0, 0.0)
(0.1, 1, 12, 0.018359953505577703, 0.05, 2.3307785742665565e-05, 'MATCH', 0.9521916666666667, 240000, 11474, 105648, 134352, 0.9145974752887936, 1993, 0.014834166964392045)
(0.2, 1, 12, 0.013874057898973224, 0.05, 0.000400910692353762, 'MATCH', 0.9138, 240000, 20688, 104629, 135371, 0.8471755398128107, 4087, 0.030191104446299428)
(0.3, 1, 12, 0.014180812037995483, 0.05, 0.0015374623008802546, 'MATCH', 0.8806875, 240000, 28635, 103755, 136245, 0.7898271496201695, 5408, 0.039693199750449555)
(0.4, 1, 12, 0.009650299159458808, 0.1, 0.000946557198660769, 'MATCH', 0.8562375, 240000, 34503, 103570, 136430, 0.7471010774756286, 5594, 0.04100271201348677)
(0.1, 1, 13, 0.028156420438906482, 0.1, 0.0007271014278613375, 'MATCH', 0.9761208333333333, 240000, 5731, 143353, 96647, 0.9407017289724461, 0, 0.0)
(0.2, 1, 13, 0.020222407600322817, 0.05, 0.0010071740369844706, 'MATCH', 0.9650291666666667, 240000, 8393, 157939, 82061, 0.8977224260001706, 0, 0.0)
(0.3, 1, 13, 0.015674059861063294, 0.1, 0.000728880574465629, 'MATCH', 0.966325, 240000, 8082, 175483, 64517, 0.8747306911356697, 0, 0.0)
(0.4, 1, 13, 0.012043499562642002, 0.0, 0, 'MATCH', 0.9754041666666666, 240000, 5903, 193151, 46849, 0.8739994450255075, 0, 0.0)
(0.1, 1, 14, 0.01675758175405051, 0.0, 0, 'MATCH', 0.9765708333333334, 240000, 5623, 98827, 141173, 0.9601694374986718, 0, 0.0)
(0.2, 1, 14, 0.015002003719387647, 0.1, 0.000727648228212946, 'MATCH', 0.9436333333333333, 240000, 13528, 90927, 149073, 0.909252513869044, 0, 0.0)
(0.3, 1, 14, 0.01027810014297359, 0.05, 0.0005175113036416379, 'MATCH', 0.89855, 240000, 24348, 86078, 153922, 0.8418159847195332, 0, 0.0)
(0.4, 1, 14, 0.0071035020187872056, 0.05, 0.00011382395610043394, 'MATCH', 0.8510916666666667, 240000, 35738, 82493, 157507, 0.7731021478410484, 0, 0.0)
(0.1, 1, 15, 0.028284268064608098, 0.1, 0.00018550249275192665, 'MATCH', 0.9982208333333333, 240000, 427, 175022, 64978, 0.9934285450460155, 0, 0.0)
(0.2, 1, 15, 0.015847512584302725, 0.0, 0, 'MATCH', 0.9948666666666667, 240000, 1232, 185986, 54014, 0.9771910986040656, 0, 0.0)
(0.3, 1, 15, 0.014332227752916576, 0.0, 0, 'MATCH', 0.9914958333333334, 240000, 2041, 194152, 45848, 0.9554833362414936, 0, 0.0)
(0.4, 1, 15, 0.016889661425231323, 0.05, 0.0013803242096198098, 'MATCH', 0.9876958333333333, 240000, 2953, 199900, 40100, 0.926359102244389, 0, 0.0)
(0.1, 1, 16, 0.02005866222934638, 0.05, 0.00028376184699047124, 'MATCH', 0.9635, 240000, 8760, 95595, 144405, 0.9393372805650774, 0, 0.0)
(0.2, 1, 16, 0.013658545869229821, 0.05, 0.00040313903930747075, 'MATCH', 0.9279791666666667, 240000, 17285, 99449, 140551, 0.8770197294932088, 0, 0.0)
(0.3, 1, 16, 0.007627398539784373, 0.0, 0, 'MATCH', 0.8932083333333334, 240000, 25630, 101955, 138045, 0.814335904958528, 0, 0.0)
(0.4, 1, 16, 0.00848489524326701, 0.05, 0.0004647324620342119, 'MATCH', 0.8691166666666666, 240000, 31412, 105539, 134461, 0.7663857921627832, 0, 0.0)
(0.1, 1, 17, 0.04082469525347868, 0.0, 0, 'MATCH', 1.0, 240000, 0, 221248, 18752, 1.0, 0, 0.0)
(0.2, 1, 17, 0.05496489121981779, 0.1, 0.0036662924642967276, 'MATCH', 1.0, 240000, 0, 224814, 15186, 1.0, 0, 0.0)
(0.3, 1, 17, 0.021443854341384, 0.0, 0, 'MATCH', 1.0, 240000, 0, 226575, 13425, 1.0, 0, 0.0)
(0.4, 1, 17, 0.02568087819690243, 0.1, 0.0005213373764886287, 'MATCH', 1.0, 240000, 0, 227829, 12171, 1.0, 0, 0.0)
(0.1, 1, 18, 0.016878198941925604, 0.0, 0, 'MATCH', 0.9873166666666666, 240000, 3044, 92931, 147069, 0.9793022322855258, 0, 0.0)
(0.2, 1, 18, 0.010898114852630758, 0.0, 0, 'MATCH', 0.9590583333333333, 240000, 9826, 92273, 147727, 0.9334854156653828, 0, 0.0)
(0.3, 1, 18, 0.008523868100517862, 0.0, 0, 'MATCH', 0.9191916666666666, 240000, 19394, 90894, 149106, 0.8699314581572841, 0, 0.0)
(0.4, 1, 18, 0.008302881075717972, 0.05, 0.0005381148547961567, 'MATCH', 0.8779708333333334, 240000, 29287, 90342, 149658, 0.8043071536436408, 0, 0.0)
(0.1, 1, 19, 0.041436817299882744, 0.05, 0.00022352961381058578, 'MATCH', 0.9988833333333333, 240000, 268, 210507, 29493, 0.9909130980232598, 0, 0.0)
(0.2, 1, 19, 0.02429478901354823, 0.0, 0, 'MATCH', 0.9957583333333333, 240000, 1018, 213841, 26159, 0.9610841393019611, 0, 0.0)
(0.3, 1, 19, 0.02002234883667353, 0.0, 0, 'MATCH', 0.9915916666666666, 240000, 2018, 215797, 24203, 0.9166219063752428, 0, 0.0)
(0.4, 1, 19, 0.01961830674070325, 0.05, 0.0006134464247253835, 'MATCH', 0.985725, 240000, 3426, 216995, 23005, 0.8510758530754183, 0, 0.0)
(0.1, 1, 20, 0.020774536830993756, 0.05, 0.0003974776993951601, 'MATCH', 0.9836041666666666, 240000, 3935, 88250, 151750, 0.9740691927512356, 0, 0.0)
