alpha, r1, r2, filling success rate, n_gaps, n_failures, n_top_gaps, n_bottom_gaps, success_rate_bottom, n_gaps_random, % random gaps
0.1, 99, 144, 0.975, 120, 3, 24, 96, 0.96875, 2, 0.0208333333333
0.1, 99, 144, 0.95, 120, 6, 18, 102, 0.941176470588, 1, 0.00980392156863
0.1, 99, 144, 0.941666666667, 120, 7, 20, 100, 0.93, 1, 0.01
0.1, 99, 144, 0.95, 120, 6, 18, 102, 0.941176470588, 0, 0.0
0.1, 99, 144, 0.975, 120, 3, 29, 91, 0.967032967033, 1, 0.010989010989
0.1, 99, 144, 0.908333333333, 120, 11, 20, 100, 0.89, 3, 0.03
0.1, 99, 144, 0.95, 120, 6, 22, 98, 0.938775510204, 1, 0.0102040816327
0.1, 99, 144, 0.95, 120, 6, 23, 97, 0.938144329897, 0, 0.0
0.1, 99, 144, 0.933333333333, 120, 8, 35, 85, 0.905882352941, 0, 0.0
0.1, 99, 144, 0.941666666667, 120, 7, 29, 91, 0.923076923077, 0, 0.0
0.1, 99, 144, 0.933333333333, 120, 8, 31, 89, 0.910112359551, 0, 0.0
0.1, 99, 144, 0.916666666667, 120, 10, 24, 96, 0.895833333333, 4, 0.0416666666667
0.1, 99, 144, 0.933333333333, 120, 8, 31, 89, 0.910112359551, 0, 0.0
0.1, 99, 144, 0.966666666667, 120, 4, 24, 96, 0.958333333333, 0, 0.0
0.1, 99, 144, 0.9, 120, 12, 27, 93, 0.870967741935, 3, 0.0322580645161
0.1, 99, 144, 0.908333333333, 120, 11, 25, 95, 0.884210526316, 1, 0.0105263157895
0.1, 99, 144, 0.916666666667, 120, 10, 26, 94, 0.893617021277, 2, 0.0212765957447
0.1, 99, 144, 0.933333333333, 120, 8, 23, 97, 0.917525773196, 0, 0.0
0.1, 99, 144, 0.958333333333, 120, 5, 26, 94, 0.946808510638, 1, 0.0106382978723
0.1, 99, 144, 0.95, 120, 6, 29, 91, 0.934065934066, 3, 0.032967032967
0.1, 99, 144, 0.933333333333, 120, 8, 28, 92, 0.913043478261, 2, 0.0217391304348
0.1, 99, 144, 0.958333333333, 120, 5, 19, 101, 0.950495049505, 1, 0.00990099009901
0.1, 99, 144, 0.958333333333, 120, 5, 22, 98, 0.948979591837, 1, 0.0102040816327
0.1, 99, 144, 0.958333333333, 120, 5, 28, 92, 0.945652173913, 1, 0.0108695652174
0.1, 99, 144, 0.891666666667, 120, 13, 19, 101, 0.871287128713, 2, 0.019801980198
0.1, 99, 144, 0.958333333333, 120, 5, 25, 95, 0.947368421053, 1, 0.0105263157895
0.1, 99, 144, 0.966666666667, 120, 4, 24, 96, 0.958333333333, 1, 0.0104166666667
0.1, 99, 144, 0.975, 120, 3, 26, 94, 0.968085106383, 0, 0.0
0.1, 99, 144, 0.95, 120, 6, 26, 94, 0.936170212766, 1, 0.0106382978723
0.1, 99, 144, 0.95, 120, 6, 29, 91, 0.934065934066, 1, 0.010989010989
0.1, 99, 144, 0.933333333333, 120, 8, 19, 101, 0.920792079208, 0, 0.0
0.1, 99, 144, 0.933333333333, 120, 8, 29, 91, 0.912087912088, 3, 0.032967032967
0.1, 99, 144, 0.975, 120, 3, 25, 95, 0.968421052632, 1, 0.0105263157895
0.1, 99, 144, 0.908333333333, 120, 11, 24, 96, 0.885416666667, 2, 0.0208333333333
0.1, 99, 144, 0.958333333333, 120, 5, 29, 91, 0.945054945055, 0, 0.0
0.1, 99, 144, 0.95, 120, 6, 31, 89, 0.932584269663, 1, 0.0112359550562
0.1, 99, 144, 0.933333333333, 120, 8, 23, 97, 0.917525773196, 1, 0.0103092783505
0.1, 99, 144, 0.966666666667, 120, 4, 17, 103, 0.961165048544, 0, 0.0
0.1, 99, 144, 0.925, 120, 9, 26, 94, 0.904255319149, 0, 0.0
0.1, 99, 144, 0.933333333333, 120, 8, 25, 95, 0.915789473684, 0, 0.0
0.1, 99, 144, 0.941666666667, 120, 7, 31, 89, 0.921348314607, 1, 0.0112359550562
0.1, 99, 144, 0.941666666667, 120, 7, 26, 94, 0.925531914894, 0, 0.0
0.1, 99, 144, 0.908333333333, 120, 11, 26, 94, 0.882978723404, 3, 0.031914893617
0.1, 99, 144, 0.933333333333, 120, 8, 26, 94, 0.914893617021, 3, 0.031914893617
0.1, 99, 144, 0.941666666667, 120, 7, 24, 96, 0.927083333333, 2, 0.0208333333333
0.1, 99, 144, 0.966666666667, 120, 4, 25, 95, 0.957894736842, 0, 0.0
0.1, 99, 144, 0.958333333333, 120, 5, 27, 93, 0.94623655914, 1, 0.010752688172
0.1, 99, 144, 0.933333333333, 120, 8, 22, 98, 0.918367346939, 1, 0.0102040816327
0.1, 99, 144, 0.925, 120, 9, 22, 98, 0.908163265306, 3, 0.030612244898
0.1, 99, 144, 0.933333333333, 120, 8, 35, 85, 0.905882352941, 1, 0.0117647058824
0.1, 99, 144, 0.916666666667, 120, 10, 25, 95, 0.894736842105, 1, 0.0105263157895
0.1, 99, 144, 0.975, 120, 3, 23, 97, 0.969072164948, 1, 0.0103092783505
0.1, 99, 144, 0.941666666667, 120, 7, 20, 100, 0.93, 2, 0.02
0.1, 99, 144, 0.95, 120, 6, 28, 92, 0.934782608696, 1, 0.0108695652174
0.1, 99, 144, 0.983333333333, 120, 2, 18, 102, 0.980392156863, 0, 0.0
0.1, 99, 144, 0.891666666667, 120, 13, 26, 94, 0.86170212766, 0, 0.0
0.1, 99, 144, 0.958333333333, 120, 5, 28, 92, 0.945652173913, 2, 0.0217391304348
0.1, 99, 144, 0.983333333333, 120, 2, 23, 97, 0.979381443299, 0, 0.0
0.1, 99, 144, 0.958333333333, 120, 5, 26, 94, 0.946808510638, 3, 0.031914893617
0.1, 99, 144, 0.925, 120, 9, 21, 99, 0.909090909091, 0, 0.0
0.1, 99, 144, 0.966666666667, 120, 4, 23, 97, 0.958762886598, 1, 0.0103092783505
0.1, 99, 144, 0.958333333333, 120, 5, 25, 95, 0.947368421053, 2, 0.0210526315789
0.1, 99, 144, 0.908333333333, 120, 11, 25, 95, 0.884210526316, 3, 0.0315789473684
0.1, 99, 144, 0.916666666667, 120, 10, 26, 94, 0.893617021277, 2, 0.0212765957447
0.1, 99, 144, 0.958333333333, 120, 5, 19, 101, 0.950495049505, 0, 0.0
0.1, 99, 144, 0.95, 120, 6, 14, 106, 0.943396226415, 1, 0.00943396226415
0.1, 99, 144, 0.9, 120, 12, 23, 97, 0.876288659794, 0, 0.0
0.1, 99, 144, 0.933333333333, 120, 8, 11, 109, 0.926605504587, 1, 0.00917431192661
0.1, 99, 144, 0.908333333333, 120, 11, 30, 90, 0.877777777778, 1, 0.0111111111111
0.1, 99, 144, 0.916666666667, 120, 10, 23, 97, 0.896907216495, 3, 0.0309278350515
0.1, 99, 144, 0.966666666667, 120, 4, 25, 95, 0.957894736842, 1, 0.0105263157895
0.1, 99, 144, 0.933333333333, 120, 8, 25, 95, 0.915789473684, 0, 0.0
0.1, 99, 144, 0.891666666667, 120, 13, 23, 97, 0.865979381443, 0, 0.0
0.1, 99, 144, 0.933333333333, 120, 8, 23, 97, 0.917525773196, 1, 0.0103092783505
0.1, 99, 144, 0.983333333333, 120, 2, 28, 92, 0.978260869565, 1, 0.0108695652174
0.1, 99, 144, 0.916666666667, 120, 10, 23, 97, 0.896907216495, 1, 0.0103092783505
0.1, 99, 144, 0.875, 120, 15, 17, 103, 0.854368932039, 2, 0.0194174757282
0.1, 99, 144, 0.975, 120, 3, 26, 94, 0.968085106383, 0, 0.0
0.1, 99, 144, 0.933333333333, 120, 8, 20, 100, 0.92, 0, 0.0
0.1, 99, 144, 0.925, 120, 9, 14, 106, 0.915094339623, 3, 0.0283018867925
0.1, 99, 144, 0.941666666667, 120, 7, 25, 95, 0.926315789474, 2, 0.0210526315789
0.1, 99, 144, 0.933333333333, 120, 8, 23, 97, 0.917525773196, 3, 0.0309278350515
0.1, 99, 144, 0.933333333333, 120, 8, 20, 100, 0.92, 3, 0.03
0.1, 99, 144, 0.941666666667, 120, 7, 22, 98, 0.928571428571, 0, 0.0
0.1, 99, 144, 0.958333333333, 120, 5, 26, 94, 0.946808510638, 1, 0.0106382978723
0.1, 99, 144, 0.966666666667, 120, 4, 25, 95, 0.957894736842, 0, 0.0
0.1, 99, 144, 0.916666666667, 120, 10, 21, 99, 0.89898989899, 1, 0.010101010101
0.1, 99, 144, 0.9, 120, 12, 31, 89, 0.865168539326, 4, 0.0449438202247
0.1, 99, 144, 0.933333333333, 120, 8, 21, 99, 0.919191919192, 4, 0.040404040404
0.1, 99, 144, 0.966666666667, 120, 4, 29, 91, 0.956043956044, 0, 0.0
0.1, 99, 144, 0.933333333333, 120, 8, 29, 91, 0.912087912088, 2, 0.021978021978
0.1, 99, 144, 0.941666666667, 120, 7, 22, 98, 0.928571428571, 1, 0.0102040816327
0.1, 99, 144, 0.941666666667, 120, 7, 28, 92, 0.923913043478, 0, 0.0
0.1, 99, 144, 0.883333333333, 120, 14, 23, 97, 0.855670103093, 2, 0.020618556701
0.1, 99, 144, 0.95, 120, 6, 21, 99, 0.939393939394, 1, 0.010101010101
0.1, 99, 144, 0.983333333333, 120, 2, 23, 97, 0.979381443299, 0, 0.0
0.1, 99, 144, 0.941666666667, 120, 7, 22, 98, 0.928571428571, 0, 0.0
