alpha, r1, r2, filling success rate, n_gaps, n_failures, n_top_gaps, n_bottom_gaps, success_rate_bottom, n_gaps_random, % random gaps
0.1, 99, 157, 0.958333333333, 120, 5, 4, 116, 0.956896551724, 0, 0.0
0.1, 99, 157, 0.95, 120, 6, 1, 119, 0.949579831933, 4, 0.0336134453782
0.1, 99, 157, 0.958333333333, 120, 5, 5, 115, 0.95652173913, 0, 0.0
0.1, 99, 157, 0.941666666667, 120, 7, 3, 117, 0.940170940171, 2, 0.017094017094
0.1, 99, 157, 0.908333333333, 120, 11, 0, 120, 0.908333333333, 2, 0.0166666666667
0.1, 99, 157, 0.925, 120, 9, 8, 112, 0.919642857143, 4, 0.0357142857143
0.1, 99, 157, 0.941666666667, 120, 7, 6, 114, 0.938596491228, 1, 0.00877192982456
0.1, 99, 157, 0.941666666667, 120, 7, 8, 112, 0.9375, 2, 0.0178571428571
0.1, 99, 157, 0.941666666667, 120, 7, 5, 115, 0.939130434783, 5, 0.0434782608696
0.1, 99, 157, 0.933333333333, 120, 8, 3, 117, 0.931623931624, 1, 0.00854700854701
0.1, 99, 157, 0.941666666667, 120, 7, 4, 116, 0.939655172414, 0, 0.0
0.1, 99, 157, 0.95, 120, 6, 1, 119, 0.949579831933, 4, 0.0336134453782
0.1, 99, 157, 0.916666666667, 120, 10, 1, 119, 0.915966386555, 0, 0.0
0.1, 99, 157, 0.933333333333, 120, 8, 4, 116, 0.931034482759, 4, 0.0344827586207
0.1, 99, 157, 0.966666666667, 120, 4, 2, 118, 0.966101694915, 0, 0.0
0.1, 99, 157, 0.95, 120, 6, 3, 117, 0.948717948718, 2, 0.017094017094
0.1, 99, 157, 0.933333333333, 120, 8, 4, 116, 0.931034482759, 1, 0.00862068965517
0.1, 99, 157, 0.95, 120, 6, 5, 115, 0.947826086957, 2, 0.0173913043478
0.1, 99, 157, 0.95, 120, 6, 6, 114, 0.947368421053, 2, 0.0175438596491
0.1, 99, 157, 0.933333333333, 120, 8, 5, 115, 0.930434782609, 1, 0.00869565217391
0.1, 99, 157, 0.941666666667, 120, 7, 3, 117, 0.940170940171, 1, 0.00854700854701
0.1, 99, 157, 0.966666666667, 120, 4, 0, 120, 0.966666666667, 3, 0.025
0.1, 99, 157, 0.941666666667, 120, 7, 3, 117, 0.940170940171, 3, 0.025641025641
0.1, 99, 157, 0.966666666667, 120, 4, 3, 117, 0.965811965812, 2, 0.017094017094
0.1, 99, 157, 0.95, 120, 6, 6, 114, 0.947368421053, 4, 0.0350877192982
0.1, 99, 157, 0.958333333333, 120, 5, 7, 113, 0.955752212389, 2, 0.0176991150442
