alpha, r1, r2, filling success rate, n_gaps, n_failures, n_top_gaps, n_bottom_gaps, success_rate_bottom, n_gaps_random, % random gaps
0.1, 99, 140, 0.908333333333, 120, 11, 21, 99, 0.888888888889, 3, 0.030303030303
0.1, 99, 140, 0.925, 120, 9, 29, 91, 0.901098901099, 1, 0.010989010989
0.1, 99, 140, 0.966666666667, 120, 4, 24, 96, 0.958333333333, 1, 0.0104166666667
0.1, 99, 140, 0.941666666667, 120, 7, 26, 94, 0.925531914894, 2, 0.0212765957447
0.1, 99, 140, 0.941666666667, 120, 7, 25, 95, 0.926315789474, 3, 0.0315789473684
0.1, 99, 140, 0.941666666667, 120, 7, 16, 104, 0.932692307692, 1, 0.00961538461538
0.1, 99, 140, 0.933333333333, 120, 8, 22, 98, 0.918367346939, 0, 0.0
0.1, 99, 140, 0.925, 120, 9, 20, 100, 0.91, 4, 0.04
0.1, 99, 140, 0.933333333333, 120, 8, 19, 101, 0.920792079208, 1, 0.00990099009901
0.1, 99, 140, 0.966666666667, 120, 4, 11, 109, 0.963302752294, 1, 0.00917431192661
0.1, 99, 140, 0.95, 120, 6, 24, 96, 0.9375, 0, 0.0
0.1, 99, 140, 0.9, 120, 12, 20, 100, 0.88, 3, 0.03
0.1, 99, 140, 0.941666666667, 120, 7, 25, 95, 0.926315789474, 4, 0.0421052631579
0.1, 99, 140, 0.975, 120, 3, 25, 95, 0.968421052632, 3, 0.0315789473684
0.1, 99, 140, 0.975, 120, 3, 30, 90, 0.966666666667, 1, 0.0111111111111
0.1, 99, 140, 0.941666666667, 120, 7, 21, 99, 0.929292929293, 1, 0.010101010101
0.1, 99, 140, 0.908333333333, 120, 11, 18, 102, 0.892156862745, 5, 0.0490196078431
0.1, 99, 140, 0.925, 120, 9, 29, 91, 0.901098901099, 5, 0.0549450549451
0.1, 99, 140, 0.933333333333, 120, 8, 19, 101, 0.920792079208, 4, 0.039603960396
0.1, 99, 140, 0.933333333333, 120, 8, 21, 99, 0.919191919192, 2, 0.020202020202
0.1, 99, 140, 0.95, 120, 6, 20, 100, 0.94, 0, 0.0
0.1, 99, 140, 0.975, 120, 3, 26, 94, 0.968085106383, 2, 0.0212765957447
0.1, 99, 140, 0.941666666667, 120, 7, 21, 99, 0.929292929293, 6, 0.0606060606061
0.1, 99, 140, 0.916666666667, 120, 10, 18, 102, 0.901960784314, 1, 0.00980392156863
0.1, 99, 140, 0.941666666667, 120, 7, 26, 94, 0.925531914894, 3, 0.031914893617
0.1, 99, 140, 0.883333333333, 120, 14, 25, 95, 0.852631578947, 3, 0.0315789473684
0.1, 99, 140, 0.966666666667, 120, 4, 15, 105, 0.961904761905, 2, 0.0190476190476
0.1, 99, 140, 0.958333333333, 120, 5, 21, 99, 0.949494949495, 3, 0.030303030303
0.1, 99, 140, 0.916666666667, 120, 10, 13, 107, 0.906542056075, 3, 0.0280373831776
0.1, 99, 140, 0.958333333333, 120, 5, 25, 95, 0.947368421053, 4, 0.0421052631579
0.1, 99, 140, 0.908333333333, 120, 11, 21, 99, 0.888888888889, 1, 0.010101010101
0.1, 99, 140, 0.941666666667, 120, 7, 23, 97, 0.927835051546, 3, 0.0309278350515
0.1, 99, 140, 0.916666666667, 120, 10, 28, 92, 0.891304347826, 1, 0.0108695652174
0.1, 99, 140, 0.95, 120, 6, 23, 97, 0.938144329897, 0, 0.0
0.1, 99, 140, 0.95, 120, 6, 18, 102, 0.941176470588, 3, 0.0294117647059
0.1, 99, 140, 0.925, 120, 9, 21, 99, 0.909090909091, 1, 0.010101010101
0.1, 99, 140, 0.941666666667, 120, 7, 24, 96, 0.927083333333, 2, 0.0208333333333
0.1, 99, 140, 0.95, 120, 6, 25, 95, 0.936842105263, 2, 0.0210526315789
0.1, 99, 140, 0.925, 120, 9, 18, 102, 0.911764705882, 1, 0.00980392156863
0.1, 99, 140, 0.95, 120, 6, 21, 99, 0.939393939394, 5, 0.0505050505051
0.1, 99, 140, 0.916666666667, 120, 10, 15, 105, 0.904761904762, 4, 0.0380952380952
0.1, 99, 140, 0.941666666667, 120, 7, 22, 98, 0.928571428571, 3, 0.030612244898
0.1, 99, 140, 0.941666666667, 120, 7, 22, 98, 0.928571428571, 1, 0.0102040816327
0.1, 99, 140, 0.941666666667, 120, 7, 19, 101, 0.930693069307, 2, 0.019801980198
0.1, 99, 140, 0.958333333333, 120, 5, 20, 100, 0.95, 3, 0.03
0.1, 99, 140, 0.941666666667, 120, 7, 17, 103, 0.932038834951, 4, 0.0388349514563
0.1, 99, 140, 0.925, 120, 9, 20, 100, 0.91, 2, 0.02
0.1, 99, 140, 0.958333333333, 120, 5, 24, 96, 0.947916666667, 3, 0.03125
0.1, 99, 140, 0.925, 120, 9, 21, 99, 0.909090909091, 5, 0.0505050505051
0.1, 99, 140, 0.941666666667, 120, 7, 32, 88, 0.920454545455, 1, 0.0113636363636
0.1, 99, 140, 0.9, 120, 12, 15, 105, 0.885714285714, 1, 0.00952380952381
0.1, 99, 140, 0.941666666667, 120, 7, 26, 94, 0.925531914894, 4, 0.0425531914894
0.1, 99, 140, 0.858333333333, 120, 17, 15, 105, 0.838095238095, 4, 0.0380952380952
0.1, 99, 140, 0.941666666667, 120, 7, 25, 95, 0.926315789474, 1, 0.0105263157895
0.1, 99, 140, 0.966666666667, 120, 4, 23, 97, 0.958762886598, 3, 0.0309278350515
0.1, 99, 140, 0.908333333333, 120, 11, 23, 97, 0.886597938144, 4, 0.0412371134021
0.1, 99, 140, 0.975, 120, 3, 17, 103, 0.970873786408, 2, 0.0194174757282
0.1, 99, 140, 0.875, 120, 15, 23, 97, 0.845360824742, 3, 0.0309278350515
0.1, 99, 140, 0.925, 120, 9, 19, 101, 0.910891089109, 3, 0.029702970297
0.1, 99, 140, 0.95, 120, 6, 15, 105, 0.942857142857, 4, 0.0380952380952
0.1, 99, 140, 0.975, 120, 3, 21, 99, 0.969696969697, 1, 0.010101010101
0.1, 99, 140, 0.95, 120, 6, 16, 104, 0.942307692308, 3, 0.0288461538462
0.1, 99, 140, 0.966666666667, 120, 4, 18, 102, 0.960784313725, 2, 0.0196078431373
0.1, 99, 140, 0.958333333333, 120, 5, 24, 96, 0.947916666667, 2, 0.0208333333333
0.1, 99, 140, 0.916666666667, 120, 10, 15, 105, 0.904761904762, 2, 0.0190476190476
0.1, 99, 140, 0.941666666667, 120, 7, 19, 101, 0.930693069307, 5, 0.049504950495
0.1, 99, 140, 0.95, 120, 6, 30, 90, 0.933333333333, 4, 0.0444444444444
0.1, 99, 140, 0.958333333333, 120, 5, 18, 102, 0.950980392157, 3, 0.0294117647059
0.1, 99, 140, 0.958333333333, 120, 5, 21, 99, 0.949494949495, 2, 0.020202020202
0.1, 99, 140, 0.958333333333, 120, 5, 19, 101, 0.950495049505, 0, 0.0
0.1, 99, 140, 0.941666666667, 120, 7, 17, 103, 0.932038834951, 2, 0.0194174757282
0.1, 99, 140, 0.933333333333, 120, 8, 20, 100, 0.92, 3, 0.03
0.1, 99, 140, 0.933333333333, 120, 8, 15, 105, 0.92380952381, 2, 0.0190476190476
0.1, 99, 140, 0.933333333333, 120, 8, 22, 98, 0.918367346939, 3, 0.030612244898
0.1, 99, 140, 0.983333333333, 120, 2, 19, 101, 0.980198019802, 1, 0.00990099009901
0.1, 99, 140, 0.933333333333, 120, 8, 16, 104, 0.923076923077, 2, 0.0192307692308
0.1, 99, 140, 0.916666666667, 120, 10, 20, 100, 0.9, 2, 0.02
0.1, 99, 140, 0.958333333333, 120, 5, 17, 103, 0.95145631068, 3, 0.0291262135922
0.1, 99, 140, 0.966666666667, 120, 4, 21, 99, 0.959595959596, 0, 0.0
0.1, 99, 140, 0.925, 120, 9, 17, 103, 0.912621359223, 1, 0.00970873786408
0.1, 99, 140, 0.925, 120, 9, 20, 100, 0.91, 1, 0.01
0.1, 99, 140, 0.958333333333, 120, 5, 19, 101, 0.950495049505, 2, 0.019801980198
0.1, 99, 140, 0.966666666667, 120, 4, 25, 95, 0.957894736842, 0, 0.0
0.1, 99, 140, 0.908333333333, 120, 11, 21, 99, 0.888888888889, 1, 0.010101010101
0.1, 99, 140, 0.933333333333, 120, 8, 23, 97, 0.917525773196, 4, 0.0412371134021
0.1, 99, 140, 0.925, 120, 9, 18, 102, 0.911764705882, 3, 0.0294117647059
0.1, 99, 140, 0.916666666667, 120, 10, 17, 103, 0.902912621359, 1, 0.00970873786408
0.1, 99, 140, 0.958333333333, 120, 5, 19, 101, 0.950495049505, 0, 0.0
0.1, 99, 140, 0.95, 120, 6, 17, 103, 0.941747572816, 0, 0.0
0.1, 99, 140, 0.925, 120, 9, 27, 93, 0.903225806452, 2, 0.0215053763441
0.1, 99, 140, 0.933333333333, 120, 8, 25, 95, 0.915789473684, 1, 0.0105263157895
0.1, 99, 140, 0.925, 120, 9, 11, 109, 0.917431192661, 5, 0.045871559633
0.1, 99, 140, 0.975, 120, 3, 16, 104, 0.971153846154, 3, 0.0288461538462
0.1, 99, 140, 0.941666666667, 120, 7, 13, 107, 0.934579439252, 2, 0.018691588785
0.1, 99, 140, 0.941666666667, 120, 7, 16, 104, 0.932692307692, 1, 0.00961538461538
0.1, 99, 140, 0.916666666667, 120, 10, 19, 101, 0.90099009901, 1, 0.00990099009901
0.1, 99, 140, 0.883333333333, 120, 14, 21, 99, 0.858585858586, 5, 0.0505050505051
0.1, 99, 140, 0.958333333333, 120, 5, 22, 98, 0.948979591837, 0, 0.0
0.1, 99, 140, 0.966666666667, 120, 4, 18, 102, 0.960784313725, 3, 0.0294117647059
0.1, 99, 140, 0.941666666667, 120, 7, 26, 94, 0.925531914894, 3, 0.031914893617
0.1, 99, 140, 0.958333333333, 120, 5, 16, 104, 0.951923076923, 1, 0.00961538461538
0.1, 99, 140, 0.966666666667, 120, 4, 21, 99, 0.959595959596, 0, 0.0
0.1, 99, 140, 0.975, 120, 3, 21, 99, 0.969696969697, 3, 0.030303030303
0.1, 99, 140, 0.933333333333, 120, 8, 29, 91, 0.912087912088, 3, 0.032967032967
0.1, 99, 140, 0.958333333333, 120, 5, 18, 102, 0.950980392157, 1, 0.00980392156863
0.1, 99, 140, 0.95, 120, 6, 19, 101, 0.940594059406, 1, 0.00990099009901
0.1, 99, 140, 0.933333333333, 120, 8, 16, 104, 0.923076923077, 0, 0.0
