alpha, r1, r2, filling success rate, n_gaps, n_failures, n_top_gaps, n_bottom_gaps, success_rate_bottom, n_gaps_random, % random gaps
0.1, 99, 44, 0.966666666667, 120, 4, 21, 99, 0.959595959596, 0, 0.0
0.1, 99, 44, 0.975, 120, 3, 22, 98, 0.969387755102, 0, 0.0
0.1, 99, 44, 0.958333333333, 120, 5, 23, 97, 0.948453608247, 1, 0.0103092783505
0.1, 99, 44, 0.958333333333, 120, 5, 26, 94, 0.946808510638, 0, 0.0
0.1, 99, 44, 0.95, 120, 6, 30, 90, 0.933333333333, 0, 0.0
0.1, 99, 44, 0.975, 120, 3, 30, 90, 0.966666666667, 0, 0.0
0.1, 99, 44, 1.0, 120, 0, 37, 83, 1.0, 0, 0.0
0.1, 99, 44, 0.966666666667, 120, 4, 35, 85, 0.952941176471, 0, 0.0
0.1, 99, 44, 0.95, 120, 6, 18, 102, 0.941176470588, 0, 0.0
0.1, 99, 44, 0.975, 120, 3, 24, 96, 0.96875, 0, 0.0
0.1, 99, 44, 0.933333333333, 120, 8, 21, 99, 0.919191919192, 0, 0.0
0.1, 99, 44, 0.975, 120, 3, 24, 96, 0.96875, 0, 0.0
0.1, 99, 44, 0.95, 120, 6, 27, 93, 0.935483870968, 1, 0.010752688172
0.1, 99, 44, 0.983333333333, 120, 2, 27, 93, 0.978494623656, 0, 0.0
0.1, 99, 44, 0.983333333333, 120, 2, 34, 86, 0.976744186047, 0, 0.0
0.1, 99, 44, 0.95, 120, 6, 16, 104, 0.942307692308, 0, 0.0
0.1, 99, 44, 0.941666666667, 120, 7, 21, 99, 0.929292929293, 0, 0.0
0.1, 99, 44, 0.933333333333, 120, 8, 27, 93, 0.913978494624, 1, 0.010752688172
0.1, 99, 44, 0.958333333333, 120, 5, 28, 92, 0.945652173913, 0, 0.0
0.1, 99, 44, 0.975, 120, 3, 36, 84, 0.964285714286, 0, 0.0
0.1, 99, 44, 0.966666666667, 120, 4, 21, 99, 0.959595959596, 0, 0.0
0.1, 99, 44, 0.966666666667, 120, 4, 30, 90, 0.955555555556, 0, 0.0
0.1, 99, 44, 0.933333333333, 120, 8, 34, 86, 0.906976744186, 1, 0.0116279069767
0.1, 99, 44, 0.958333333333, 120, 5, 22, 98, 0.948979591837, 0, 0.0
0.1, 99, 44, 0.958333333333, 120, 5, 24, 96, 0.947916666667, 1, 0.0104166666667
0.1, 99, 44, 0.941666666667, 120, 7, 22, 98, 0.928571428571, 0, 0.0
0.1, 99, 44, 0.975, 120, 3, 34, 86, 0.96511627907, 0, 0.0
0.1, 99, 44, 0.975, 120, 3, 29, 91, 0.967032967033, 0, 0.0
0.1, 99, 44, 0.95, 120, 6, 24, 96, 0.9375, 0, 0.0
0.1, 99, 44, 0.975, 120, 3, 24, 96, 0.96875, 1, 0.0104166666667
0.1, 99, 44, 0.941666666667, 120, 7, 30, 90, 0.922222222222, 1, 0.0111111111111
0.1, 99, 44, 0.941666666667, 120, 7, 29, 91, 0.923076923077, 0, 0.0
0.1, 99, 44, 0.966666666667, 120, 4, 27, 93, 0.956989247312, 0, 0.0
0.1, 99, 44, 0.966666666667, 120, 4, 31, 89, 0.955056179775, 1, 0.0112359550562
0.1, 99, 44, 0.95, 120, 6, 32, 88, 0.931818181818, 0, 0.0
0.1, 99, 44, 0.95, 120, 6, 25, 95, 0.936842105263, 1, 0.0105263157895
0.1, 99, 44, 0.975, 120, 3, 27, 93, 0.967741935484, 0, 0.0
0.1, 99, 44, 0.983333333333, 120, 2, 29, 91, 0.978021978022, 0, 0.0
0.1, 99, 44, 0.975, 120, 3, 25, 95, 0.968421052632, 0, 0.0
0.1, 99, 44, 0.966666666667, 120, 4, 30, 90, 0.955555555556, 0, 0.0
0.1, 99, 44, 0.933333333333, 120, 8, 24, 96, 0.916666666667, 1, 0.0104166666667
0.1, 99, 44, 0.958333333333, 120, 5, 27, 93, 0.94623655914, 0, 0.0
0.1, 99, 44, 0.983333333333, 120, 2, 30, 90, 0.977777777778, 0, 0.0
0.1, 99, 44, 0.966666666667, 120, 4, 28, 92, 0.95652173913, 0, 0.0
0.1, 99, 44, 0.975, 120, 3, 25, 95, 0.968421052632, 0, 0.0
0.1, 99, 44, 0.975, 120, 3, 34, 86, 0.96511627907, 0, 0.0
0.1, 99, 44, 0.95, 120, 6, 27, 93, 0.935483870968, 3, 0.0322580645161
0.1, 99, 44, 0.941666666667, 120, 7, 24, 96, 0.927083333333, 0, 0.0
0.1, 99, 44, 0.941666666667, 120, 7, 20, 100, 0.93, 0, 0.0
0.1, 99, 44, 0.966666666667, 120, 4, 28, 92, 0.95652173913, 0, 0.0
0.1, 99, 44, 0.966666666667, 120, 4, 23, 97, 0.958762886598, 0, 0.0
